,0
242,84.41577
243,42.793922
244,58.012806
245,59.593575
246,61.707817
247,62.67605
248,59.09894
249,44.651234
250,83.463684
251,57.43442
252,69.07955
253,71.50606
254,62.631203
255,74.46954
256,59.502106
257,39.557102
258,59.581505
259,49.703575
260,53.530006
261,70.963356
262,89.478065
263,77.08843
264,53.489197
265,58.25889
266,53.585915
267,53.449356
268,38.254772
269,50.295486
270,44.336353
271,34.719513
272,69.47133
273,36.99626
274,52.935223
275,57.911434
276,58.18756
277,81.87401
278,53.592335
279,72.07701
280,44.37805
281,54.658997
282,57.11226
283,61.77243
284,58.40805
285,42.39477
286,90.0427
287,72.30163
288,64.46524
289,72.37807
290,70.136375
291,76.19801
292,81.57418
293,69.79459
294,42.254787
295,60.775726
296,65.26173
297,73.97977
298,91.64119
299,89.54289
300,58.156677
301,70.48403
302,54.163612
303,61.8428
304,56.155876
305,46.867134
306,67.70727
307,78.23018
308,67.58441
309,72.85063
310,88.9771
311,55.004944
312,70.19601
313,70.64032
314,51.6327
315,55.953674
316,84.14515
317,45.53414
318,49.76593
319,118.41701
320,48.859543
321,70.2825
322,64.62886
323,62.33042
324,46.712097
325,60.988853
326,45.803864
327,89.32515
328,49.364918
329,66.74478
330,78.65944
331,87.5657
332,64.08098
333,60.982574
334,69.96039
335,73.865364
336,77.7021
337,57.18303
338,58.55195
339,46.994568
340,86.79792
341,81.41831
342,45.467552
343,52.095337
344,77.70274
345,63.249477
346,82.3
347,52.08988
348,42.95543
349,70.46259
350,82.467834
351,46.890793
352,74.127655
353,69.51495
354,90.124725
355,56.32047
356,56.62941
357,52.494026
358,64.659134
359,117.225845
360,57.125446
361,92.01654
362,53.988617
363,75.710945
364,69.78667
365,70.90989
366,55.163094
367,63.722366
368,58.408066
369,57.38109
370,90.20724
371,67.094826
372,73.65442
373,29.755405
374,78.923
375,58.846497
376,43.056343
377,56.398224
378,62.253387
379,83.71328
380,56.642815
381,84.30409
382,64.231384
383,52.654377
384,75.31816
385,63.002434
386,71.94677
387,47.48494
388,79.149635
389,68.2359
390,82.20846
391,68.875305
392,62.660522
393,57.335922
394,44.640022
395,53.425133
396,76.43105
397,63.82917
398,71.27974
399,63.580406
400,69.68389
401,81.66741
402,48.814278
403,79.35023
404,71.34622
405,48.200516
406,48.308754
407,82.1233
408,61.5133
409,58.468185
410,52.864544
411,78.791
412,54.547398
413,84.60575
414,58.07857
415,63.40856
416,81.80771
417,74.46496
418,53.721985
419,39.69657
420,74.43399
421,66.15205
422,50.250942
423,47.447426
424,57.96667
425,58.746567
426,50.168686
427,101.84196
428,69.02856
429,78.123634
430,46.240074
431,58.559914
432,76.21585
433,52.3498
434,63.533108
435,71.596085
436,57.288254
437,61.24002
438,69.14359
439,70.06423
440,62.827736
441,78.12725
442,84.341194
443,55.961098
444,46.19387
445,79.041245
446,52.78059
447,65.5936
448,37.339706
449,54.693726
450,74.915726
451,68.84741
452,85.87949
453,49.465965
454,67.08124
455,46.73409
456,61.392838
457,56.358826
458,57.79998
459,55.045017
460,53.407772
461,55.414192
462,67.00546
463,63.4367
464,80.65547
465,37.93271
466,84.13356
467,50.25634
468,23.358206
469,48.712227
470,69.184166
471,54.611412
472,66.490654
473,60.33288
474,58.91946
475,50.10413
476,75.28201
477,90.667694
478,58.172157
479,63.16964
480,71.1984
481,33.58442
482,55.035557
483,77.271255
484,83.96609
485,80.38985
486,79.87881
487,120.321106
488,78.4798
489,62.756897
490,59.772552
491,63.757156
492,32.278458
493,46.45955
494,73.93424
495,52.039032
496,52.039772
497,79.59958
498,63.972084
499,38.25746
500,49.457718
501,84.96631
502,57.284046
503,52.70331
504,79.44881
505,73.19848
506,27.681091
507,26.04065
508,77.49072
509,83.010956
510,58.101963
511,54.98736
512,85.2865
513,77.43454
514,53.79641
515,63.405006
516,43.855885
517,58.603195
518,52.024258
519,37.72972
520,38.796124
521,36.933212
522,80.135994
523,79.857956
524,62.924797
525,41.571434
526,56.462204
527,42.00163
528,101.77133
529,61.611954
530,96.490265
531,55.698547
532,39.651108
533,65.75066
534,78.49829
535,110.28943
536,75.39584
537,52.429604
538,49.169067
539,70.731926
540,70.85742
541,67.07833
542,67.648994
543,74.75191
544,93.52473
545,61.587616
546,52.10427
547,51.46488
548,32.962013
549,48.83177
550,82.249245
551,89.34396
552,74.04007
553,56.43991
554,73.01556
555,53.67092
556,47.943478
557,50.079308
558,56.473003
559,56.41132
560,80.85553
561,41.535397
562,47.875137
563,78.83304
564,63.872856
565,66.535736
566,38.96482
567,86.77219
568,71.31424
569,56.857624
570,63.450264
571,45.90651
572,48.214325
573,44.33423
574,59.74465
575,95.02753
576,105.43539
577,42.999256
578,45.02256
579,78.73682
580,54.140938
581,62.051247
582,60.968468
583,79.8578
584,47.731407
585,93.18396
586,48.49885
587,70.770294
588,63.788815
589,67.118
590,89.28702
591,68.7448
592,67.54367
593,68.2979
594,52.52902
595,83.17456
596,77.12335
597,27.90538
598,66.06757
599,54.30507
600,58.716877
601,43.771484
602,65.41699
603,36.435883
604,90.25653
605,74.450836
606,62.577976
607,67.0367
608,44.06524
609,69.13493
610,45.736267
611,56.983448
612,60.35372
613,51.84866
614,68.81612
615,56.360023
616,63.29515
617,77.21886
618,47.98667
619,65.70249
620,49.144833
621,82.44192
622,43.55004
623,58.012016
624,46.50662
625,64.34704
626,73.562225
627,79.88997
628,50.935707
629,56.032127
630,58.27748
631,50.7406
632,48.223427
633,59.034714
634,51.516132
635,70.930374
636,70.3947
637,68.02806
638,64.138245
639,79.94108
640,42.320515
641,102.78613
642,72.94322
643,58.49054
644,104.12028
645,52.0686
646,71.75923
647,66.91496
648,77.80539
649,31.2682
650,70.778496
651,53.246853
652,103.507744
653,82.4091
654,109.08932
655,65.13214
656,76.475235
657,54.150696
658,54.85485
659,76.75322
660,65.42314
661,76.24674
662,43.567722
663,83.0677
664,59.66988
665,60.47516
666,69.512085
667,66.23469
668,72.87648
669,62.118538
670,60.45578
671,83.143654
672,53.388603
673,60.285213
674,74.24826
675,76.00367
676,86.30107
677,82.47334
678,53.865044
679,40.612717
680,83.3884
681,78.87217
682,66.0213
683,67.21838
684,66.23872
685,58.871048
686,41.48987
687,59.647964
688,46.126617
689,61.458282
690,47.609344
691,55.12684
692,62.593384
693,65.50272
694,53.76309
695,99.9984
696,74.516525
697,51.20172
698,82.07457
699,60.48916
700,68.21265
701,56.34599
702,69.16176
703,54.29507
704,78.33815
705,59.82065
706,50.405663
707,54.402855
708,73.55231
709,32.14471
710,87.52433
711,85.19478
712,67.15789
713,64.37851
714,71.62489
715,70.872795
716,69.80469
717,64.0475
718,63.133514
719,51.05307
720,60.899757
721,90.05325
722,69.96604
723,65.138855
724,54.937813
725,46.3374
726,59.296955
727,57.23655
728,40.582325
729,69.68356
730,55.485256
731,50.786453
732,53.57493
733,88.41057
734,77.98239
735,59.949303
736,57.169697
737,49.50617
738,67.39522
739,53.19905
740,56.463394
741,52.831226
742,80.34288
743,71.19336
744,65.9155
745,63.677616
746,90.2097
747,88.4944
748,104.48732
749,65.82007
750,70.02994
751,59.07785
752,83.16656
753,43.326233
754,60.283123
755,87.291626
756,48.349316
757,63.887245
758,44.539715
759,64.51488
760,63.417015
761,37.44593
762,58.661415
763,64.792015
764,55.48158
765,79.35721
766,69.945694
767,67.535774
768,73.944275
769,37.77652
770,73.25213
771,63.334423
772,75.22226
773,71.35721
774,57.259903
775,48.43871
776,65.16355
777,48.196377
778,55.10955
779,52.032944
780,74.41701
781,68.51875
782,45.079266
783,71.42018
784,76.128815
785,74.6382
786,41.30786
787,52.07939
788,75.78317
789,62.128845
790,61.735126
791,64.02309
792,85.69066
793,49.178406
794,57.13305
795,72.00999
796,64.227936
797,46.796688
798,51.761204
799,69.61304
800,46.52776
801,60.522552
802,69.95747
803,54.537384
804,60.70098
805,66.28337
806,71.27515
807,65.863815
808,51.61301
809,76.72966
810,73.083916
811,46.121998
812,68.09682
813,70.20433
814,72.20441
815,63.131836
816,64.16837
817,66.325
818,55.34723
819,37.65058
820,54.790714
821,67.542656
822,36.35437
823,79.408455
824,72.33812
825,54.0545
826,77.85838
827,84.34611
828,66.01747
829,61.898743
830,59.85293
831,93.28875
832,64.356064
833,53.105965
834,58.935364
835,48.092724
836,65.14419
837,69.201546
838,42.45763
839,50.600475
840,66.61654
841,74.01345
842,52.230743
843,70.905716
844,54.797825
845,41.600655
846,51.250896
847,63.726326
848,53.236046
849,63.388367
850,59.884857
851,51.62978
852,55.647026
853,57.25568
854,45.818993
855,87.28105
856,78.986305
857,32.391327
858,56.19106
859,80.89968
860,67.22858
861,64.062386
862,56.373436
863,48.36835
864,44.840534
865,62.089157
866,42.02218
867,47.435364
868,78.70003
869,63.471466
870,61.98912
871,39.557575
872,47.45314
873,69.30037
874,69.40251
875,45.457916
876,91.889145
877,48.210163
878,71.71132
879,50.9283
880,57.722687
881,61.150703
882,70.636856
883,59.47966
884,32.7984
885,78.59944
886,60.362946
887,59.88409
888,78.200165
889,64.8537
890,58.43049
891,53.062824
892,41.763485
893,70.23117
894,95.27702
895,56.869488
896,62.732327
897,65.525734
898,69.71954
899,106.31248
900,56.679153
901,64.55173
902,95.033615
903,59.887856
904,59.709656
905,45.3216
906,46.01099
907,114.37921
908,59.305157
909,72.41478
910,62.289803
911,61.24848
912,58.501537
913,75.72777
914,61.589527
915,89.492775
916,65.40533
917,107.665634
918,64.265724
919,70.30966
920,58.59928
921,42.593098
922,54.345215
923,70.77823
924,53.604282
925,62.02962
926,73.04393
927,56.415646
928,72.873634
929,46.298714
930,55.87983
931,51.6015
932,97.27338
933,76.38612
934,41.710564
935,66.283
936,43.993626
937,57.75602
938,67.07075
939,69.30823
940,46.62825
941,87.54036
942,84.25987
943,56.703682
944,85.40987
945,63.06848
946,41.316666
947,58.73801
948,46.07335
949,92.339584
950,64.6805
951,56.166443
952,42.87698
953,44.54371
954,93.35714
955,49.146145
956,48.16136
957,65.59236
958,39.219334
959,55.075966
960,50.692802
961,59.642628
962,68.60305
963,56.98021
964,37.62857
965,52.61245
966,61.398792
967,61.357533
968,57.65142
969,84.80971
970,65.9947
971,52.616837
972,66.40304
973,70.85859
974,53.783283
975,61.21243
976,56.324024
977,65.84018
978,90.33776
979,79.09686
980,47.54888
981,69.74063
982,48.646713
983,66.59195
984,67.443344
985,53.658043
986,24.31807
987,78.38114
988,48.352135
989,99.59483
990,88.16684
991,78.79234
992,16.098461
993,51.982193
994,49.17485
995,45.539818
996,63.251648
997,36.669014
998,66.3896
999,50.994576
1000,43.568184
1001,59.97609
1002,60.342007
1003,67.13317
1004,27.985939
1005,29.466648
1006,86.00078
1007,61.90721
1008,71.10614
1009,75.22205
1010,42.51802
1011,72.45673
1012,67.633
1013,45.71684
1014,42.380478
1015,65.458176
1016,57.033295
1017,75.50405
1018,48.199684
1019,78.13699
1020,40.942963
1021,51.670486
1022,90.59293
1023,53.278748
1024,87.56493
1025,39.18524
1026,58.55339
1027,77.97774
1028,73.47456
1029,93.043106
1030,68.28812
1031,70.4963
1032,69.29624
1033,87.885284
1034,75.52063
1035,53.142265
1036,86.901344
1037,39.48388
1038,46.430847
1039,54.459835
1040,63.28901
1041,50.341717
1042,76.05089
1043,80.7864
1044,71.139336
1045,62.86709
1046,69.890015
1047,56.085
1048,49.17124
1049,63.504635
1050,45.522003
1051,48.133957
1052,94.013245
1053,92.5105
1054,57.834236
1055,63.131348
1056,52.51759
1057,50.183487
1058,39.727737
1059,35.926403
1060,59.154465
1061,85.43704
1062,67.76332
1063,76.19382
1064,60.37358
1065,91.75507
1066,91.05914
1067,67.20317
1068,58.207184
1069,57.802677
1070,72.98202
1071,85.092575
1072,79.38145
1073,59.5506
1074,57.93856
1075,47.513176
1076,98.4017
1077,63.336533
1078,80.45801
1079,61.735905
1080,68.42882
1081,66.18253
1082,87.816666
1083,73.28143
1084,51.43102
1085,59.787727
1086,57.828175
1087,101.70238
1088,48.19972
1089,59.764824
1090,25.040745
1091,63.55164
1092,53.91708
1093,45.948067
1094,68.60669
1095,67.062485
1096,86.33983
1097,52.629547
1098,65.9777
1099,59.642284
1100,55.113857
1101,59.583214
1102,51.786263
1103,78.50637
1104,72.87943
1105,50.68627
1106,39.215225
1107,51.293854
1108,48.105934
1109,47.99553
1110,51.07142
1111,48.11221
1112,62.919613
1113,65.51912
1114,79.690414
1115,54.6088
1116,61.57856
1117,51.1533
1118,58.093353
1119,79.6539
1120,112.130585
1121,76.39457
1122,46.318695
1123,82.71476
1124,56.947342
1125,84.71082
1126,53.468414
1127,58.113815
1128,53.547367
1129,72.6485
1130,55.207466
1131,69.82677
1132,55.39725
1133,68.94962
1134,80.00412
1135,61.397263
1136,96.137726
1137,58.740147
1138,70.89967
1139,92.59514
1140,76.940056
1141,43.39467
1142,45.110825
1143,35.062897
1144,54.753754
1145,51.916153
1146,48.54557
1147,32.01228
1148,52.164185
1149,56.525597
1150,59.55297
1151,99.92886
1152,59.254623
1153,76.199005
1154,56.5341
1155,52.192787
1156,80.08909
1157,48.380596
1158,50.851555
1159,27.183685
1160,54.77688
1161,58.02331
1162,54.190903
1163,54.82252
1164,67.006165
1165,70.11389
1166,43.00495
1167,57.085167
1168,53.22594
1169,75.555565
1170,54.265427
1171,58.82839
1172,71.32089
1173,65.012024
1174,70.122635
1175,80.7371
1176,70.172646
1177,70.19623
1178,83.83066
1179,47.640503
1180,67.005554
1181,62.287228
1182,58.949333
1183,63.14126
1184,78.78687
1185,56.23959
1186,74.67436
1187,61.37717
1188,90.33269
1189,97.34727
1190,43.44941
1191,46.375328
1192,47.54706
1193,59.833954
1194,55.836754
1195,76.02805
1196,62.986916
1197,112.64252
1198,73.02916
1199,46.603214
1200,65.74925
1201,55.899567
1202,75.10898
1203,60.789574
1204,65.406166
1205,56.218452
1206,86.83989
1207,69.03294
1208,85.99313
1209,54.67209
1210,69.91375
1211,96.614
1212,55.02706
1213,54.595154
1214,58.61957
1215,70.61261
1216,48.345497
1217,55.152843
1218,54.97307
1219,67.47645
1220,61.715206
1221,75.13643
1222,57.77216
1223,44.459446
1224,51.835716
1225,61.02001
1226,55.0323
1227,47.563866
1228,45.630074
1229,70.69035
1230,89.47275
1231,69.82913
1232,102.45425
1233,56.751934
1234,60.45928
1235,53.21782
1236,64.22046
1237,74.694824
1238,60.69592
1239,66.73085
1240,44.17987
1241,40.915882
1242,63.315826
1243,76.563194
1244,44.526867
1245,80.41087
1246,59.900787
1247,81.971405
1248,52.4794
1249,93.0522
1250,57.422462
1251,79.71048
1252,73.184265
1253,36.455734
1254,75.385254
1255,60.734955
1256,52.555832
1257,48.757206
1258,61.325165
1259,54.42179
1260,64.89842
1261,76.920204
1262,48.579456
1263,38.03598
1264,79.6633
1265,52.86155
1266,41.633636
1267,71.60875
1268,67.34739
1269,63.598644
1270,71.56401
1271,48.413692
1272,68.123474
1273,53.781094
1274,54.344685
1275,58.393215
1276,65.48365
1277,54.07621
1278,64.87422
1279,86.958786
1280,39.96231
1281,63.942226
1282,65.71527
1283,74.33508
1284,75.90794
1285,71.48445
1286,89.220795
1287,55.96682
1288,66.52347
1289,97.37344
1290,75.05953
1291,63.127792
1292,64.78142
1293,45.583584
1294,40.490128
1295,70.65816
1296,65.68358
1297,45.09677
1298,48.070244
1299,74.22636
1300,48.902473
1301,90.15425
1302,61.60823
1303,84.96388
1304,73.07975
1305,92.422195
1306,80.13202
1307,58.068935
1308,40.513298
1309,35.994972
1310,62.632694
1311,47.35028
1312,71.90097
1313,92.17154
1314,74.356445
1315,58.809525
1316,91.96416
1317,61.241867
1318,51.00714
1319,71.033485
1320,66.97776
1321,34.189346
1322,45.823563
1323,54.376698
1324,55.555183
1325,53.957993
1326,59.687576
1327,53.00395
1328,64.38069
1329,58.268024
1330,52.889977
1331,87.919754
1332,78.43587
1333,107.601
1334,74.05832
1335,51.73829
1336,42.824875
1337,72.58789
1338,76.578705
1339,68.5974
1340,60.38247
1341,63.924797
1342,33.50543
1343,52.81282
1344,49.67643
1345,63.45079
1346,77.604546
1347,59.52387
1348,60.45541
1349,82.88402
1350,100.607025
1351,78.92163
1352,73.48724
1353,64.02303
1354,43.6988
1355,72.770874
1356,59.13822
1357,103.33947
1358,79.147
1359,63.833603
1360,44.947456
1361,42.849358
1362,52.876762
1363,56.498528
1364,37.96263
1365,67.24985
1366,55.84729
1367,43.29261
1368,54.85276
1369,90.05255
1370,60.361282
1371,45.242523
1372,71.5046
1373,50.67122
1374,62.27781
1375,78.43235
1376,94.88458
1377,58.49202
1378,49.52581
1379,71.996635
1380,69.2572
1381,52.407806
1382,84.87241
1383,72.53543
1384,44.24504
1385,70.64891
1386,58.20632
1387,48.065037
1388,66.96706
1389,30.147663
1390,53.341927
1391,46.193222
1392,55.073227
1393,53.378204
1394,48.08616
1395,33.625916
1396,79.83413
1397,51.414444
1398,54.73799
1399,71.88132
1400,45.758583
1401,70.599205
1402,73.05321
1403,60.742363
1404,91.7799
1405,65.51749
1406,62.462513
1407,72.88084
1408,40.871605
1409,72.09056
1410,42.81924
1411,60.657906
1412,54.34587
1413,43.0586
1414,81.02063
1415,61.59058
1416,75.4178
1417,85.994095
1418,64.80817
1419,63.229572
1420,55.878937
1421,74.99008
1422,53.296356
1423,37.108875
1424,72.92427
1425,69.380066
1426,82.04158
1427,54.835854
1428,59.840187
1429,73.44371
1430,58.238365
1431,51.08673
1432,66.69086
1433,75.910934
1434,61.39091
1435,44.775135
1436,56.73727
1437,69.354355
1438,87.62408
1439,71.2144
1440,57.555786
1441,46.671127
1442,51.54621
1443,54.340366
1444,84.6071
1445,42.23249
1446,62.840332
1447,69.93683
1448,61.736042
1449,53.962982
1450,70.94668
1451,73.58699
1452,43.310516
1453,74.01781
1454,72.25546
1455,58.24059
1456,79.21368
1457,66.637344
1458,45.64727
1459,59.812836
1460,66.321686
1461,84.092384
1462,98.84452
1463,71.77538
1464,56.904034
1465,68.8206
1466,94.02536
1467,52.406044
1468,78.16927
1469,65.701614
1470,53.70485
1471,73.65854
1472,81.42021
1473,82.03731
1474,55.144768
1475,76.62834
1476,67.721535
1477,57.4796
1478,55.610542
1479,75.430405
1480,74.78395
1481,42.15342
1482,60.008297
1483,58.905952
1484,53.654816
1485,44.35304
1486,58.432926
1487,71.33145
1488,49.461174
1489,67.889725
1490,72.066086
1491,81.792305
1492,62.488556
1493,127.61476
1494,50.59369
1495,50.621323
1496,48.443707
1497,95.842926
1498,49.887897
1499,55.703865
1500,62.76773
1501,52.10932
1502,54.215122
1503,54.37058
1504,46.483837
1505,64.798645
1506,38.30233
1507,57.061035
1508,95.05873
1509,50.34687
1510,62.873695
1511,59.5559
1512,68.38046
1513,48.773453
1514,65.13107
1515,40.200104
1516,91.570496
1517,55.30822
1518,61.66089
1519,75.0247
1520,100.43305
1521,42.804367
1522,77.69786
1523,60.714123
1524,67.13229
1525,52.976593
1526,102.76795
1527,60.78084
1528,55.843597
1529,51.933125
1530,60.30545
1531,60.652206
1532,53.141396
1533,49.608406
1534,43.203194
1535,79.36284
1536,95.91319
1537,32.32974
1538,82.2519
1539,67.778946
1540,75.01224
1541,76.188675
1542,71.8139
1543,59.742157
1544,52.215134
1545,59.703712
1546,81.57976
1547,74.00018
1548,62.451023
1549,50.435966
1550,89.298386
1551,55.268486
1552,69.10562
1553,74.38179
1554,55.736168
1555,62.61608
1556,57.47284
1557,59.387436
1558,74.27481
1559,45.662743
1560,86.03008
1561,65.630615
1562,56.342495
1563,78.588104
1564,81.23423
1565,27.948673
1566,83.845314
1567,64.42675
1568,56.534653
1569,47.469547
1570,65.8298
1571,58.733913
1572,41.571606
1573,65.02923
1574,46.477753
1575,54.090466
1576,49.817833
1577,54.54604
1578,72.49878
1579,52.905678
1580,54.41968
1581,48.122498
1582,65.21152
1583,112.84126
1584,35.155777
1585,59.32142
1586,69.01707
1587,39.02664
1588,69.293015
1589,52.132965
1590,76.20009
1591,79.74076
1592,55.788956
1593,60.728153
1594,59.394905
1595,63.61302
1596,73.23393
1597,54.2736
1598,91.01645
1599,56.26533
1600,74.669556
1601,49.16396
1602,68.74495
1603,48.326996
1604,87.86357
1605,53.830715
1606,61.83005
1607,68.81703
1608,48.82479
1609,52.05776
1610,64.02074
1611,57.285267
1612,47.663933
1613,102.392715
1614,66.45982
1615,49.75866
1616,30.570484
1617,32.89778
1618,48.094063
1619,47.565147
1620,52.2351
1621,87.11217
1622,69.0684
1623,33.585754
1624,69.34816
1625,56.73324
1626,61.39145
1627,50.94299
1628,59.719463
1629,58.34456
1630,61.001785
1631,60.730072
1632,85.57893
1633,53.52111
1634,74.51964
1635,64.750595
1636,112.82877
1637,83.14145
1638,50.16781
1639,43.288826
1640,49.978664
1641,62.191185
1642,63.448814
1643,61.476658
1644,58.819016
1645,60.486355
1646,71.071625
1647,58.41736
1648,49.3136
1649,73.586296
1650,62.875206
1651,75.55231
1652,50.2579
1653,69.27716
1654,60.55117
1655,57.295166
1656,65.555824
1657,56.595367
1658,88.23453
1659,72.52869
1660,100.18758
1661,56.912174
1662,79.38357
1663,65.29991
1664,75.13585
1665,81.57657
1666,60.5534
1667,57.153778
1668,65.340126
1669,46.090065
1670,46.265713
1671,47.7098
1672,40.198494
1673,88.651566
1674,63.95143
1675,64.888855
1676,58.680767
1677,69.64097
1678,48.054665
1679,68.90536
1680,69.447754
1681,78.69237
1682,66.6832
1683,80.04273
1684,66.09039
1685,60.411232
1686,52.986153
1687,72.27709
1688,64.29038
1689,71.794785
1690,53.412918
1691,65.34784
1692,78.9812
1693,69.1627
1694,50.08651
1695,60.124992
1696,50.18589
1697,76.01312
1698,42.062935
1699,57.877342
1700,45.642967
1701,85.18464
1702,26.011713
1703,78.10637
1704,63.976685
1705,55.662086
1706,67.568184
1707,69.683304
1708,56.140335
1709,61.46804
1710,65.86397
1711,86.91881
1712,59.0386
1713,63.246452
1714,61.443806
1715,58.44926
1716,91.25004
1717,53.368042
1718,51.84669
1719,67.33318
1720,61.172974
1721,71.64665
1722,58.922012
1723,54.428177
1724,64.31371
1725,58.813484
1726,35.067963
1727,62.731346
1728,64.4042
1729,70.48592
1730,36.814705
1731,65.462814
1732,70.347305
1733,64.039215
1734,55.84753
1735,91.8797
1736,55.519363
1737,64.499954
1738,69.39493
1739,65.16568
1740,59.953278
1741,63.353783
1742,65.19504
1743,68.62276
1744,70.31444
1745,65.01607
1746,59.964516
1747,68.12944
1748,46.02096
1749,43.656788
1750,44.573784
1751,61.071472
1752,80.92248
1753,57.924717
1754,83.171364
1755,90.20906
1756,85.321945
1757,59.7052
1758,47.217575
1759,67.55638
1760,57.852497
1761,77.4711
1762,84.52352
1763,58.047485
1764,44.637733
1765,55.2597
1766,82.01512
1767,62.463097
1768,76.93054
1769,67.06761
1770,77.3401
1771,51.357964
1772,83.32922
1773,79.801025
1774,69.60324
1775,43.296448
1776,84.09419
1777,54.5916
1778,49.451927
1779,76.2439
1780,36.559128
1781,61.20381
1782,72.82502
1783,67.48303
1784,72.27277
1785,73.642166
1786,68.57628
1787,46.865486
1788,55.887924
1789,58.69844
1790,63.568424
1791,100.99698
1792,75.14826
1793,55.477165
1794,75.21094
1795,61.27031
1796,45.785988
1797,58.94342
1798,67.50638
1799,52.679672
1800,45.953556
1801,68.1326
1802,75.88284
1803,44.347206
1804,79.0673
1805,57.640354
1806,46.759407
1807,82.29202
1808,88.55032
1809,76.31341
1810,52.909065
1811,73.86781
1812,66.55121
1813,46.94436
1814,48.288914
1815,100.68216
1816,69.99043
1817,43.842728
1818,77.50983
1819,100.11438
1820,49.940796
1821,69.453995
1822,45.801674
1823,58.984978
1824,87.51172
1825,72.38693
1826,98.273346
1827,78.09146
1828,68.34503
1829,77.67891
1830,67.92478
1831,63.825165
1832,55.881084
1833,86.71435
1834,78.592415
1835,64.20019
1836,50.664528
1837,51.334496
1838,82.08897
1839,50.83331
1840,71.82152
1841,67.696846
1842,73.42497
1843,58.7084
1844,76.530975
1845,74.04268
1846,49.40018
1847,95.49284
1848,80.9312
1849,68.217896
1850,49.27224
1851,67.70212
1852,88.355194
1853,51.190357
1854,69.95859
1855,39.782364
1856,49.84288
1857,48.156357
1858,51.978767
1859,58.365856
1860,69.32242
1861,73.28255
1862,60.273952
1863,63.867176
1864,72.88763
1865,60.972977
1866,51.09269
1867,57.41816
1868,90.7103
1869,43.56096
1870,69.65422
1871,53.891815
1872,66.91363
1873,65.90246
1874,88.82819
1875,37.975872
